Index,Date,Section,Observation Type,Pass/Fail,Scout,Notes
979,24/03/2025,B2S5,basin formation,pass,Precious,
980,24/03/2025,B2S5,basin weeds,fail,Precious,
981,24/03/2025,B2S5,inrows,pass,Precious,
982,24/03/2025,B2S5,mowing,pass,Precious,
983,24/03/2025,B2S5,soil moisture,pass,Precious,
984,24/03/2025,B2S5,pipes,pass,Precious,
985,24/03/2025,B2S5,pipes,pass,Precious,
986,24/03/2025,B2S5,drippers,pass,Precious,
987,24/03/2025,B2S5,staking,pass,Precious,
988,24/03/2025,B2S5,pruning,pass,Precious,
989,24/03/2025,B2S5,plant growth,pass,Precious,
990,24/03/2025,B2S5,leaf colour,pass,Precious,
991,24/03/2025,B2S5,dead plants,partial,Precious,
993,24/03/2025,B2S5,health status,partial,Precious,due to stem canker and color rot
994,25/03/2025,B2S2,insect pests,pass,Precious,
995,25/03/2025,B2S2,diseases,pass,Precious,
996,25/03/2025,B2S2,basin formation,pass,Precious,hoes shoe basin was done
997,25/03/2025,B2S2,basin weeds,fail,Precious,
998,25/03/2025,B2S2,mowing,fail,Precious,
999,25/03/2025,B2S2,soil moisture,pass,Precious,
1000,25/03/2025,B2S2,inrows,fail,Precious,
1001,25/03/2025,B2S2,pipes,pass,Precious,
1002,25/03/2025,B2S2,pipes,partial,Precious,
1003,25/03/2025,B2S2,drippers,pass,Precious,
1004,25/03/2025,B2S2,staking,pass,Precious,
1005,25/03/2025,B2S2,pruning,pass,Precious,
1006,25/03/2025,B2S2,plant growth,pass,Precious,
1007,25/03/2025,B2S2,leaf colour,pass,Precious,
1008,25/03/2025,B2S2,dead plants,pass,Precious,
1009,25/03/2025,B2S2,health status,pass,Precious,most of the plants have a magnificant rejuvination in a healthy look
1010,25/03/2025,B2S4,insect pests,pass,Precious,
1011,25/03/2025,B2S4,diseases,pass,Precious,
1012,25/03/2025,B2S4,basin formation,pass,Precious,
1013,25/03/2025,B2S4,basin weeds,fail,Precious,
1014,25/03/2025,B2S4,mowing,partial,Precious,grass regrowth
1015,25/03/2025,B2S4,soil moisture,pass,Precious,
1016,25/03/2025,B2S4,inrows,fail,Precious,
1017,25/03/2025,B2S4,pipes,pass,Precious,
1018,25/03/2025,B2S4,pipes,pass,Precious,
1019,25/03/2025,B2S4,drippers,pass,Precious,
1020,25/03/2025,B2S4,staking,pass,Precious,
1021,25/03/2025,B2S4,pruning,pass,Precious,
1022,25/03/2025,B2S4,plant growth,pass,Precious,
1023,25/03/2025,B2S4,leaf colour,pass,Precious,
1024,25/03/2025,B2S4,dead plants,pass,Precious,
1025,25/03/2025,B2S4,destumping,partial,Precious,inprogress Excavator
1027,25/03/2025,B2S4,health status,pass,Precious,the applied compost manure and fertilizers helps a lot to improve
1030,27/03/2025,B1S1,pests,partial,Precious,
1031,27/03/2025,B1S1,diseases,fail,Precious,
1032,27/03/2025,B1S1,basin formation,pass,Precious,
1033,27/03/2025,B1S1,basin weeds,pass,Precious,
1034,27/03/2025,B1S1,mowing,pass,Precious,
1035,27/03/2025,B1S1,soil moisture,pass,Precious,
1036,27/03/2025,B1S1,pipes,pass,Precious,
1037,27/03/2025,B1S1,pipes,pass,Precious,
1038,27/03/2025,B1S1,drippers,pass,Precious,
1039,27/03/2025,B1S1,staking,pass,Precious,
1040,27/03/2025,B1S1,pruning,pass,Precious,
1041,27/03/2025,B1S1,plant growth,pass,Precious,
1042,27/03/2025,B1S1,leaf colour,pass,Precious,
1043,27/03/2025,B1S1,dead plants,pass,Precious,
1045,27/03/2025,B1S1,inrows,pass,Precious,
1046,27/03/2025,B1S1,health status,partial,Precious,
1047,27/03/2025,B1S1,soil nutrients,partial,Precious,
1049,01/04/2025,B1S1,insect pests,fail,Precious,some green vegetable bugs [5 adults] found within the orchard
1050,01/04/2025,B1S1,diseases,fail,Precious,
1051,01/04/2025,B1S1,basin formation,pass,Precious,
1052,01/04/2025,B1S1,basin weeds,pass,Precious,
1053,01/04/2025,B1S1,mowing,pass,Precious,grass regrowth
1054,01/04/2025,B1S1,soil moisture,partial,Precious,
1055,01/04/2025,B1S1,pipes,pass,Precious,
1056,01/04/2025,B1S1,pipes,pass,Precious,
1057,01/04/2025,B1S1,drippers,pass,Precious,
1058,01/04/2025,B1S1,staking,pass,Precious,
1059,01/04/2025,B1S1,pruning,pass,Precious,
1060,01/04/2025,B1S1,plant growth,pass,Precious,
1061,01/04/2025,B1S1,leaf colour,partial,Precious,those leaves with brownish problem not yet recovered
1062,01/04/2025,B1S1,inrows,pass,Precious,
1063,01/04/2025,B1S1,dead plants,pass,Precious,
1065,01/04/2025,B1S1,health status,partial,Precious,
1066,01/04/2025,B1S1,soil nutrients,partial,Precious,
1067,01/04/2025,B1S2,insect pests,pass,Precious,
1068,01/04/2025,B1S2,diseases,pass,Precious,
1069,01/04/2025,B1S2,basin formation,pass,Precious,
1070,01/04/2025,B1S2,basin weeds,pass,Precious,
1071,01/04/2025,B1S2,mowing,pass,Precious,
1072,01/04/2025,B1S2,inrows,pass,Precious,
1073,01/04/2025,B1S2,soil moisture,partial,Precious,
1074,01/04/2025,B1S2,pipes,pass,Precious,
1075,01/04/2025,B1S2,pipes,pass,Precious,
1076,01/04/2025,B1S2,drippers,pass,Precious,
1077,01/04/2025,B1S2,staking,pass,Precious,1 plant to be staked
1078,01/04/2025,B1S2,pruning,pass,Precious,
1079,01/04/2025,B1S2,plant growth,pass,Precious,
1080,01/04/2025,B1S2,leaf colour,pass,Precious,
1081,01/04/2025,B1S2,dead plants,pass,Precious,
1083,01/04/2025,B1S2,soil nutrients,pass,Precious,
1084,01/04/2025,B1S2,health status,pass,Precious,
1085,02/04/2025,B2S7,insect pests,pass,Precious,2 nymphals of green vegetable bug found
1086,02/04/2025,B2S7,diseases,partial,Precious,stem canker /trunk wounds found on plants
1087,02/04/2025,B2S7,basin formation,pass,Precious,
1088,02/04/2025,B2S7,basin weeds,fail,Precious,
1089,02/04/2025,B2S7,mowing,pass,Precious,
1090,02/04/2025,B2S7,inrows,pass,Precious,
1091,02/04/2025,B2S7,soil moisture,partial,Precious,
1092,02/04/2025,B2S7,pipes,pass,Precious,
1093,02/04/2025,B2S7,pipes,pass,Precious,
1094,02/04/2025,B2S7,drippers,pass,Precious,
1095,02/04/2025,B2S7,staking,pass,Precious,
1096,02/04/2025,B2S7,pruning,pass,Precious,
1097,02/04/2025,B2S7,plant growth,pass,Precious,
1098,02/04/2025,B2S7,leaf colour,pass,Precious,
1099,02/04/2025,B2S7,dead plants,pass,Precious,
1101,02/04/2025,B2S7,soil nutrients,pass,Precious,
1102,02/04/2025,B2S7,health status,partial,Precious,action on stem canker should be done
1103,02/04/2025,B2S5,insect pests,pass,Precious,
1104,02/04/2025,B2S5,diseases,fail,Precious,a soil borne disease which lead to the death of big trees
1105,02/04/2025,B2S5,basin formation,pass,Precious,
1106,02/04/2025,B2S5,basin weeds,fail,Precious,
1107,02/04/2025,B2S5,inrows,pass,Precious,
1108,02/04/2025,B2S5,mowing,partial,Precious,extension portion need action
1109,02/04/2025,B2S5,soil moisture,partial,Precious,
1110,02/04/2025,B2S5,leaf colour,pass,Precious,
1111,02/04/2025,B2S5,plant growth,pass,Precious,
1112,02/04/2025,B2S5,soil nutrients,fail,Precious,
1113,02/04/2025,B2S5,staking,pass,Precious,
1114,02/04/2025,B2S5,pruning,pass,Precious,
1115,02/04/2025,B2S5,dead plants,fail,Precious,
1116,02/04/2025,B2S5,pipes,pass,Precious,
1117,02/04/2025,B2S5,pipes,pass,Precious,
1118,02/04/2025,B2S5,drippers,pass,Precious,
1120,02/04/2025,B2S5,health status,partial,Precious,
1121,03/04/2025,B2S1A,insect pests,pass,Precious,
1122,03/04/2025,B2S1A,diseases,pass,Precious,
1123,03/04/2025,B2S1A,basin formation,pass,Precious,
1124,03/04/2025,B2S1A,basin weeds,fail,Precious,
1125,03/04/2025,B2S1A,inrows,pass,Precious,
1126,03/04/2025,B2S1A,mowing,pass,Precious,grass regrowth
1127,03/04/2025,B2S1A,soil moisture,partial,Precious,
1128,03/04/2025,B2S1A,soil nutrients,pass,Precious,
1129,03/04/2025,B2S1A,dead plants,pass,Precious,
1130,03/04/2025,B2S1A,leaf colour,pass,Precious,
1131,03/04/2025,B2S1A,pruning,pass,Precious,
1132,03/04/2025,B2S1A,staking,pass,Precious,
1134,03/04/2025,B2S1A,pipes,pass,Precious,
1135,03/04/2025,B2S1A,pipes,pass,Precious,
1136,03/04/2025,B2S1A,drippers,pass,Precious,
1137,03/04/2025,B2S1A,plant growth,pass,Precious,
1138,03/04/2025,B2S1A,health status,pass,Precious,
1139,03/04/2025,B2S1B,insect pests,pass,Precious,
1140,03/04/2025,B2S1B,diseases,pass,Precious,
1141,03/04/2025,B2S1B,basin formation,pass,Precious,
1142,03/04/2025,B2S1B,basin weeds,partial,Precious,some basins still clean
1143,03/04/2025,B2S1B,mowing,pass,Precious,slashing was done
1144,03/04/2025,B2S1B,inrows,pass,Precious,
1145,03/04/2025,B2S1B,soil moisture,partial,Precious,
1146,03/04/2025,B2S1B,leaf colour,pass,Precious,
1147,03/04/2025,B2S1B,plant growth,pass,Precious,
1148,03/04/2025,B2S1B,soil nutrients,pass,Precious,
1149,03/04/2025,B2S1B,pruning,pass,Precious,
1150,03/04/2025,B2S1B,staking,pass,Precious,
1151,03/04/2025,B2S1B,pipes,pass,Precious,
1152,03/04/2025,B2S1B,pipes,pass,Precious,
1153,03/04/2025,B2S1B,drippers,pass,Precious,
1155,03/04/2025,B2S1B,health status,pass,Precious,
1157,23/04/2025,B1S1,insect pests,fail,Precious,5 green vegetable bugs adults and some nymphals found
1158,23/04/2025,B1S1,diseases,pass,Precious,
1159,23/04/2025,B1S1,basin weeds,pass,Precious,
1160,23/04/2025,B1S1,basin formation,pass,Precious,
1161,23/04/2025,B1S1,inrows,pass,Precious,due to herbiciding
1162,23/04/2025,B1S1,mowing,pass,Precious,very smart
1163,23/04/2025,B1S1,soil moisture,pass,Precious,
1164,23/04/2025,B1S1,soil nutrients,pass,Precious,
1165,23/04/2025,B1S1,dead plants,pass,Precious,
1166,23/04/2025,B1S1,pipes,pass,Precious,
1167,23/04/2025,B1S1,pipes,pass,Precious,
1168,23/04/2025,B1S1,drippers,pass,Precious,
1169,23/04/2025,B1S1,plant growth,pass,Precious,
1171,23/04/2025,B1S1,pruning,pass,Precious,
1172,23/04/2025,B1S1,staking,pass,Precious,
1173,23/04/2025,B1S1,leaf colour,pass,Precious,
1174,23/04/2025,B1S1,contours,fail,Precious,to be slashed for smart
1175,23/04/2025,B1S1,health status,pass,Precious,
1176,23/04/2025,B1S2,insect pests,fail,Precious,2green vegetable bug adults and some nymphs found
1177,23/04/2025,B1S2,diseases,pass,Precious,
1178,23/04/2025,B1S2,basin weeds,pass,Precious,
1179,23/04/2025,B1S2,basin formation,pass,Precious,
1180,23/04/2025,B1S2,inrows,pass,Precious,
1181,23/04/2025,B1S2,mowing,pass,Precious,
1182,23/04/2025,B1S2,soil moisture,pass,Precious,
1183,23/04/2025,B1S2,soil nutrients,pass,Precious,
1184,23/04/2025,B1S2,dead plants,pass,Precious,
1185,23/04/2025,B1S2,plant growth,pass,Precious,
1186,23/04/2025,B1S2,leaf colour,pass,Precious,
1187,23/04/2025,B1S2,pipes,pass,Precious,
1188,23/04/2025,B1S2,pipes,pass,Precious,
1189,23/04/2025,B1S2,drippers,pass,Precious,
1190,23/04/2025,B1S2,staking,pass,Precious,
1191,23/04/2025,B1S2,pruning,pass,Precious,
1193,23/04/2025,B1S2,contours,fail,Precious,
1194,23/04/2025,B1S2,health status,pass,Precious,
1195,24/04/2025,B2S7,insect pests,partial,Precious,some green vegetable bugs nymphals and 7 plants with felted coccid on few nuts
1196,24/04/2025,B2S7,diseases,pass,Precious,
1197,24/04/2025,B2S7,basin weeds,pass,Precious,
1198,24/04/2025,B2S7,basin formation,pass,Precious,
1199,24/04/2025,B2S7,mowing,pass,Precious,grass recoveries
1200,24/04/2025,B2S7,inrows,pass,Precious,
1201,24/04/2025,B2S7,soil moisture,pass,Precious,
1202,24/04/2025,B2S7,soil nutrients,pass,Precious,
1203,24/04/2025,B2S7,plant growth,pass,Precious,
1204,24/04/2025,B2S7,leaf colour,pass,Precious,
1205,24/04/2025,B2S7,dead plants,pass,Precious,
1206,24/04/2025,B2S7,pruning,pass,Precious,
1207,24/04/2025,B2S7,staking,pass,Precious,
1208,24/04/2025,B2S7,pipes,pass,Precious,
1209,24/04/2025,B2S7,pipes,pass,Precious,
1210,24/04/2025,B2S7,drippers,pass,Precious,
1212,24/04/2025,B2S7,health status,pass,Precious,
1213,24/04/2025,B2S6,insect pests,fail,Precious,"felted coccid affects most of the plants ,green vegetable bugs nymphs [10]"
1214,24/04/2025,B2S6,diseases,pass,Precious,
1215,24/04/2025,B2S6,basin weeds,partial,Precious,
1216,24/04/2025,B2S6,basin formation,pass,Precious,
1217,24/04/2025,B2S6,inrows,partial,Precious,
1218,24/04/2025,B2S6,mowing,partial,Precious,grass regrowth
1219,24/04/2025,B2S6,soil moisture,pass,Precious,
1220,24/04/2025,B2S6,soil nutrients,pass,Precious,
1221,24/04/2025,B2S6,plant growth,pass,Precious,
1222,24/04/2025,B2S6,leaf colour,pass,Precious,
1223,24/04/2025,B2S6,dead plants,pass,Precious,
1224,24/04/2025,B2S6,pruning,pass,Precious,
1225,24/04/2025,B2S6,staking,pass,Precious,
1226,24/04/2025,B2S6,pipes,pass,Precious,
1227,24/04/2025,B2S6,pipes,pass,Precious,
1228,24/04/2025,B2S6,drippers,partial,Precious,
1230,24/04/2025,B2S6,health status,pass,Precious,
1231,25/04/2025,B2S1A,insect pests,partial,Precious,green vegetable bug nymphals [4] and 1 nut borer moth.
1232,25/04/2025,B2S1A,diseases,pass,Precious,
1233,25/04/2025,B2S1A,basin weeds,partial,Precious,
1234,25/04/2025,B2S1A,basin formation,pass,Precious,
1235,25/04/2025,B2S1A,inrows,pass,Precious,was herbicided on 23/04/25
1236,25/04/2025,B2S1A,mowing,pass,Precious,
1237,25/04/2025,B2S1A,soil moisture,pass,Precious,
1238,25/04/2025,B2S1A,soil nutrients,pass,Precious,
1239,25/04/2025,B2S1A,plant growth,pass,Precious,
1240,25/04/2025,B2S1A,leaf colour,pass,Precious,
1241,25/04/2025,B2S1A,dead plants,pass,Precious,
1242,25/04/2025,B2S1A,pruning,pass,Precious,
1243,25/04/2025,B2S1A,staking,pass,Precious,
1244,25/04/2025,B2S1A,pipes,pass,Precious,
1245,25/04/2025,B2S1A,pipes,pass,Precious,
1246,25/04/2025,B2S1A,drippers,pass,Precious,
1248,25/04/2025,B2S1A,health status,pass,Precious,
1249,25/04/2025,B2S1B,insect pests,pass,Precious,
1250,25/04/2025,B2S1B,diseases,pass,Precious,
1251,25/04/2025,B2S1B,basin weeds,partial,Precious,
1252,25/04/2025,B2S1B,basin formation,pass,Precious,
1253,25/04/2025,B2S1B,mowing,pass,Precious,
1254,25/04/2025,B2S1B,inrows,partial,Precious,
1255,25/04/2025,B2S1B,soil nutrients,pass,Precious,
1256,25/04/2025,B2S1B,soil moisture,pass,Precious,
1257,25/04/2025,B2S1B,plant growth,pass,Precious,
1258,25/04/2025,B2S1B,leaf colour,pass,Precious,
1259,25/04/2025,B2S1B,dead plants,pass,Precious,
1260,25/04/2025,B2S1B,pruning,pass,Precious,
1261,25/04/2025,B2S1B,staking,pass,Precious,
1262,25/04/2025,B2S1B,pipes,pass,Precious,
1263,25/04/2025,B2S1B,pipes,pass,Precious,
1264,25/04/2025,B2S1B,drippers,pass,Precious,
1266,25/04/2025,B2S1B,health status,pass,Precious,
1267,28/04/2025,B1S1,insect pests,fail,Precious,green vegetable bugs adults [4] and few nymphals found
1268,28/04/2025,B1S1,diseases,pass,Precious,
1269,28/04/2025,B1S1,basin weeds,pass,Precious,very smart
1270,28/04/2025,B1S1,basin formation,pass,Precious,
1271,28/04/2025,B1S1,mowing,pass,Precious,
1272,28/04/2025,B1S1,inrows,pass,Precious,very clean.
1273,28/04/2025,B1S1,soil nutrients,pass,Precious,
1274,28/04/2025,B1S1,soil moisture,pass,Precious,
1275,28/04/2025,B1S1,plant growth,pass,Precious,
1276,28/04/2025,B1S1,leaf colour,pass,Precious,
1277,28/04/2025,B1S1,dead plants,pass,Precious,
1278,28/04/2025,B1S1,pruning,pass,Precious,
1279,28/04/2025,B1S1,staking,pass,Precious,
1280,28/04/2025,B1S1,pipes,pass,Precious,
1281,28/04/2025,B1S1,pipes,pass,Precious,
1282,28/04/2025,B1S1,drippers,pass,Precious,
1284,28/04/2025,B1S1,health status,pass,Precious,.
1285,28/04/2025,B1S2,insect pests,partial,Precious,green vegetable bugs nymphals found in few number.
1286,28/04/2025,B1S2,diseases,pass,Precious,
1287,28/04/2025,B1S2,basin weeds,pass,Precious,
1288,28/04/2025,B1S2,basin formation,pass,Precious,
1289,28/04/2025,B1S2,mowing,pass,Precious,
1290,28/04/2025,B1S2,inrows,pass,Precious,
1291,28/04/2025,B1S2,soil nutrients,pass,Precious,
1292,28/04/2025,B1S2,soil moisture,pass,Precious,
1293,28/04/2025,B1S2,plant growth,pass,Precious,
1294,28/04/2025,B1S2,leaf colour,pass,Precious,
1295,28/04/2025,B1S2,dead plants,pass,Precious,
1296,28/04/2025,B1S2,pruning,pass,Precious,
1297,28/04/2025,B1S2,staking,pass,Precious,
1298,28/04/2025,B1S2,pipes,pass,Precious,
1299,28/04/2025,B1S2,pipes,pass,Precious,
1300,28/04/2025,B1S2,drippers,pass,Precious,
1302,28/04/2025,B1S2,health status,pass,Precious,
1303,29/04/2025,B2S8,insect pests,pass,Precious,
1304,29/04/2025,B2S8,diseases,partial,Precious,
1305,29/04/2025,B2S8,basin weeds,fail,Precious,
1306,29/04/2025,B2S8,basin formation,pass,Precious,
1307,29/04/2025,B2S8,inrows,partial,Precious,herbicided grass need action for sure smart
1308,29/04/2025,B2S8,mowing,pass,Precious,
1309,29/04/2025,B2S8,soil moisture,pass,Precious,
1310,29/04/2025,B2S8,soil nutrients,partial,Precious,
1311,29/04/2025,B2S8,leaf colour,partial,Precious,
1312,29/04/2025,B2S8,plant growth,partial,Precious,
1313,29/04/2025,B2S8,dead plants,pass,Precious,
1314,29/04/2025,B2S8,pipes,pass,Precious,
1315,29/04/2025,B2S8,pipes,partial,Precious,
1316,29/04/2025,B2S8,drippers,pass,Precious,
1317,29/04/2025,B2S8,pruning,pass,Precious,
1318,29/04/2025,B2S8,staking,pass,Precious,
1320,29/04/2025,B2S8,destumping,pass,Precious,
1321,29/04/2025,B2S8,health status,partial,Precious,
1322,29/04/2025,B2S2,insect pests,pass,Precious,
1323,29/04/2025,B2S2,diseases,pass,Precious,
1324,29/04/2025,B2S2,basin weeds,pass,Precious,
1325,29/04/2025,B2S2,basin formation,pass,Precious,
1326,29/04/2025,B2S2,mowing,pass,Precious,
1327,29/04/2025,B2S2,inrows,pass,Precious,
1328,29/04/2025,B2S2,soil moisture,pass,Precious,
1329,29/04/2025,B2S2,soil nutrients,pass,Precious,
1330,29/04/2025,B2S2,leaf colour,partial,Precious,
1331,29/04/2025,B2S2,plant growth,partial,Precious,
1332,29/04/2025,B2S2,dead plants,pass,Precious,
1333,29/04/2025,B2S2,pipes,pass,Precious,
1334,29/04/2025,B2S2,pipes,partial,Precious,
1335,29/04/2025,B2S2,drippers,pass,Precious,
1336,29/04/2025,B2S2,pruning,pass,Precious,
1337,29/04/2025,B2S2,staking,pass,Precious,
1339,29/04/2025,B2S2,health status,partial,Precious,
1340,30/04/2025,B2S3,insect pests,pass,Precious,
1341,30/04/2025,B2S3,diseases,pass,Precious,
1342,30/04/2025,B2S3,basin weeds,pass,Precious,
1343,30/04/2025,B2S3,basin formation,pass,Precious,
1344,30/04/2025,B2S3,mowing,pass,Precious,inaccessibles inprogress
1345,30/04/2025,B2S3,inrows,pass,Precious,
1346,30/04/2025,B2S3,soil moisture,partial,Precious,
1347,30/04/2025,B2S3,soil nutrients,pass,Precious,
1348,30/04/2025,B2S3,leaf colour,pass,Precious,
1349,30/04/2025,B2S3,plant growth,pass,Precious,
1350,30/04/2025,B2S3,pruning,pass,Precious,
1351,30/04/2025,B2S3,staking,pass,Precious,
1352,30/04/2025,B2S3,pipes,pass,Precious,
1353,30/04/2025,B2S3,pipes,partial,Precious,
1354,30/04/2025,B2S3,drippers,pass,Precious,
1355,30/04/2025,B2S3,dead plants,pass,Precious,[1]
1357,30/04/2025,B2S3,health status,pass,Precious,
1358,30/04/2025,B2S4,insect pests,pass,Precious,
1359,30/04/2025,B2S4,diseases,pass,Precious,
1360,30/04/2025,B2S4,basin weeds,fail,Precious,
1361,30/04/2025,B2S4,basin formation,pass,Precious,
1362,30/04/2025,B2S4,mowing,pass,Precious,
1363,30/04/2025,B2S4,inrows,pass,Precious,
1364,30/04/2025,B2S4,soil nutrients,pass,Precious,
1365,30/04/2025,B2S4,soil moisture,partial,Precious,
1366,30/04/2025,B2S4,leaf colour,pass,Precious,
1367,30/04/2025,B2S4,plant growth,pass,Precious,
1368,30/04/2025,B2S4,dead plants,pass,Precious,
1369,30/04/2025,B2S4,pruning,pass,Precious,
1370,30/04/2025,B2S4,staking,pass,Precious,
1372,30/04/2025,B2S4,pipes,pass,Precious,
1373,30/04/2025,B2S4,pipes,pass,Precious,
1374,30/04/2025,B2S4,drippers,pass,Precious,
1375,30/04/2025,B2S4,health status,pass,Precious,
1376,30/04/2025,B2S4,destumping,partial,Precious,inprogress
1377,30/04/2025,B2S4,inaccessibles,fail,Precious,requires action
1378,30/04/2025,B2S5,insect pests,pass,Precious,
1379,30/04/2025,B2S5,diseases,pass,Precious,
1380,30/04/2025,B2S5,basin weeds,pass,Precious,
1381,30/04/2025,B2S5,basin formation,pass,Precious,
1382,30/04/2025,B2S5,mowing,pass,Precious,
1383,30/04/2025,B2S5,inrows,pass,Precious,
1384,30/04/2025,B2S5,soil nutrients,pass,Precious,
1385,30/04/2025,B2S5,leaf colour,pass,Precious,
1386,30/04/2025,B2S5,plant growth,pass,Precious,
1387,30/04/2025,B2S5,dead plants,pass,Precious,
1388,30/04/2025,B2S5,pruning,pass,Precious,
1389,30/04/2025,B2S5,staking,pass,Precious,
1391,30/04/2025,B2S5,pipes,pass,Precious,
1392,30/04/2025,B2S5,pipes,pass,Precious,
1393,30/04/2025,B2S5,drippers,pass,Precious,
1394,30/04/2025,B2S5,health status,pass,Precious,
1395,03/05/2025,B2S1A,insect pests,fail,Precious,1 green vegetable bug and its nymphals [5] found
1396,03/05/2025,B2S1A,diseases,pass,Precious,
1397,03/05/2025,B2S1A,basin weeds,partial,Precious,the herbicided weeds should be removed off for smart
1398,03/05/2025,B2S1A,basin formation,pass,Precious,
1399,03/05/2025,B2S1A,mowing,pass,Precious,
1400,03/05/2025,B2S1A,soil moisture,pass,Precious,
1401,03/05/2025,B2S1A,soil nutrients,pass,Precious,
1402,03/05/2025,B2S1A,inrows,partial,Precious,
1403,03/05/2025,B2S1A,leaf colour,pass,Precious,
1404,03/05/2025,B2S1A,plant growth,pass,Precious,
1405,03/05/2025,B2S1A,pruning,pass,Precious,’
1406,03/05/2025,B2S1A,staking,pass,Precious,
1407,03/05/2025,B2S1A,dead plants,pass,Precious,
1408,03/05/2025,B2S1A,pipes,pass,Precious,
1409,03/05/2025,B2S1A,pipes,pass,Precious,
1410,03/05/2025,B2S1A,drippers,pass,Precious,
1412,03/05/2025,B2S1A,health status,pass,Precious,
1413,03/05/2025,B2S8,insect pests,pass,Precious,
1414,03/05/2025,B2S8,diseases,partial,Precious,
1415,03/05/2025,B2S8,basin weeds,partial,Precious,
1416,03/05/2025,B2S8,basin formation,pass,Precious,
1417,03/05/2025,B2S8,mowing,pass,Precious,
1418,03/05/2025,B2S8,soil moisture,pass,Precious,
1419,03/05/2025,B2S8,soil nutrients,pass,Precious,
1420,03/05/2025,B2S8,inrows,pass,Precious,
1421,03/05/2025,B2S8,leaf colour,pass,Precious,
1422,03/05/2025,B2S8,plant growth,pass,Precious,
1423,03/05/2025,B2S8,pruning,pass,Precious,
1424,03/05/2025,B2S8,staking,pass,Precious,
1425,03/05/2025,B2S8,dead plants,pass,Precious,
1426,03/05/2025,B2S8,pipes,pass,Precious,
1427,03/05/2025,B2S8,pipes,partial,Precious,
1428,03/05/2025,B2S8,drippers,pass,Precious,
1430,03/05/2025,B2S8,health status,pass,Precious,
1431,20/05/2025,B2S1A,insect pests,partial,Precious,felted coccid on nuts
1432,20/05/2025,B2S1A,diseases,partial,Precious,branch blight and phytophthora root rot disease on 3 plants
1433,20/05/2025,B2S1A,basin weeds,pass,Precious,
1434,20/05/2025,B2S1A,basin formation,pass,Precious,
1435,20/05/2025,B2S1A,mowing,pass,Precious,
1436,20/05/2025,B2S1A,inrows,pass,Precious,
1437,20/05/2025,B2S1A,soil moisture,partial,Precious,
1438,20/05/2025,B2S1A,leaf colour,pass,Precious,
1439,20/05/2025,B2S1A,soil nutrients,pass,Precious,
1440,20/05/2025,B2S1A,plant growth,pass,Precious,
1441,20/05/2025,B2S1A,pruning,pass,Precious,
1442,20/05/2025,B2S1A,staking,pass,Precious,
1443,20/05/2025,B2S1A,pipes,pass,Precious,
1444,20/05/2025,B2S1A,pipes,pass,Precious,
1445,20/05/2025,B2S1A,drippers,pass,Precious,
1446,20/05/2025,B2S1A,dead plants,pass,Precious,
1447,20/05/2025,B2S1A,health status,partial,Precious,fungicide should be used to prevent
1449,20/05/2025,B2S1B,insect pests,pass,Precious,
1450,20/05/2025,B2S1B,diseases,pass,Precious,few plants with wounds and trunk canker
1451,20/05/2025,B2S1B,basin weeds,partial,Precious,weeds regrowth
1452,20/05/2025,B2S1B,basin formation,pass,Precious,
1453,20/05/2025,B2S1B,inrows,pass,Precious,"on slashing ,not herbiciding"
1454,20/05/2025,B2S1B,mowing,fail,Precious,
1455,20/05/2025,B2S1B,soil moisture,partial,Precious,
1456,20/05/2025,B2S1B,soil nutrients,pass,Precious,
1457,20/05/2025,B2S1B,leaf colour,pass,Precious,
1458,20/05/2025,B2S1B,plant growth,pass,Precious,
1459,20/05/2025,B2S1B,pipes,pass,Precious,
1460,20/05/2025,B2S1B,pipes,pass,Precious,
1461,20/05/2025,B2S1B,drippers,pass,Precious,
1462,20/05/2025,B2S1B,dead plants,pass,Precious,
1463,20/05/2025,B2S1B,pruning,pass,Precious,
1464,20/05/2025,B2S1B,staking,pass,Precious,
1465,20/05/2025,B2S1B,health status,pass,Precious,only few plant to be treated against trunk canker
1466,20/05/2025,B2S1B,flowering,partial,Precious,some plants start to flowering
1467,20/05/2025,B2S2,insect pests,partial,Precious,variegated stink bug nymph
1468,20/05/2025,B2S2,diseases,partial,Precious,fussarium branch blight on few young plants
1469,20/05/2025,B2S2,basin weeds,pass,Precious,weeds regrowth only
1470,20/05/2025,B2S2,basin formation,pass,Precious,
1471,20/05/2025,B2S2,mowing,pass,Precious,
1472,20/05/2025,B2S2,inrows,pass,Precious,
1473,20/05/2025,B2S2,soil moisture,partial,Precious,
1474,20/05/2025,B2S2,soil nutrients,partial,Precious,nitrogen defficiency on 4 plants
1475,20/05/2025,B2S2,plant growth,pass,Precious,
1476,20/05/2025,B2S2,leaf colour,partial,Precious,yellowish and brownish due to magnesium defficieny
1477,20/05/2025,B2S2,pipes,pass,Precious,
1478,20/05/2025,B2S2,pipes,partial,Precious,
1479,20/05/2025,B2S2,drippers,pass,Precious,
1480,20/05/2025,B2S2,dead plants,pass,Precious,
1481,20/05/2025,B2S2,pruning,pass,Precious,
1482,20/05/2025,B2S2,staking,pass,Precious,
1483,20/05/2025,B2S2,health status,partial,Precious,nutrients should be well balanced and also diseases prevention is now required
1484,15/05/2025,B2S5,insect pests,partial,Precious,green vegetable bug nymphs
